Cubix,https://www.cubix.co,"West Palm Beach, FL",877-757-3454,4.8,48,$25-$49/hr,"$25,000+",50-249 
KodeGlobe Technologies,https://www.kodeglobe.com,"New Delhi, India",+91- 9810906141,5.0,7,<$25/hr,"$1,000+",10-49
Akestech Infotech Pvt Ltd,http://www.akestech.com,"Lucknow, India",9569283474,5.0,1,<$25/hr,"$1,000+",10-49
Doyenhub Software Solutions,https://www.doyenhub.com,"Clarksburg, MD",+1-208 206 6361,4.9,4,$25-$49/hr,"$5,000+",50-249
TILTLABS,http://www.tiltlabs.io,"Thiruvananthapuram, India",09037737788,5.0,1,$25-$49/hr,"$5,000+",50-249
Natsoft Corporation,http://www.natsoft.us,"Somerset, NJ",+1 732 812 8098,4.7,3,$50-$99/hr,"$50,000+",250-999
Kuchoriya Softwares Inc.,http://www.kuchoriyasoftwares.com,"Formia, Italy",02750035,5.0,5,$25-$49/hr,"$1,000+",50-249
iTreeni Technolabs,http://www.itreeni.com,"St.Taurthill WA, Australia",Not Provided,5.0,9,<$25/hr,"$1,000+",2-9
Reman Technologies,https://www.remantech.in,"San Francisco, CA",+1 (628) 251-1541,5.0,1,<$25/hr,"$10,000+",50-249
Sdreatech,http://sdreatech.com,"Mumbai, India",8879976594,5.0,4,$25-$49/hr,"$5,000+",10-49
KFG International LLC,https://kfginternational.com,"Wilmington, DE",3024519830,5.0,1,$50-$99/hr,"$10,000+",50-249
Digital Beings,https://www.digitalbeings.net,"Buenos Aires, Argentina",(+54) 911 6996 0285,4.7,3,$25-$49/hr,"$5,000+",10-49
300Brains,https://300brains.com,"Warszawa, Poland",0048502071076,4.8,2,$50-$99/hr,Undisclosed,50-249
QtWinSoft,http://www.qtwinsoft.com,"Skopje, North Macedonia",38970763430,5.0,2,$25-$49/hr,"$1,000+",10-49
Pentoz Technology,https://pentoz.com,"Kaufman, TX",+1 650 200 4005,4.8,6,$50-$99/hr,"$50,000+",50-249
GrabIT,https://www.grabit.mk,"Prilep, North Macedonia",+386 40 126 267,5.0,1,$25-$49/hr,"$10,000+",10-49
Blue Shark Solution Inc.,https://www.bluesharksolution.ca,"Winnipeg, Canada",2048994277,5.0,3,$100-$149/hr,"$5,000+",10-49
Westsols,http://www.westsols.com,"Tulsa, OK",+1 (918) 946-1786,5.0,4,$50-$99/hr,"$10,000+",10-49
AppVoxel Technologies,https://appvoxel.com,"Jaipur, India",9460650606,5.0,2,<$25/hr,"$5,000+",10-49
Startup Venture Builder,https://startupventurebuilder.com,"London, United Kingdom",02034788023,5.0,2,$50-$99/hr,"$5,000+",2-9
Weboconnect,https://weboconnect.com,"Princess Anne, MD",410) 929-1674,4.8,3,<$25/hr,"$1,000+",50-249
"PLECCO Technologies, Inc.",https://www.plecco.net,"Charlotte, NC",18438827735,5.0,4,$100-$149/hr,"$5,000+",2-9
Hari Web Infotech,http://www.hariwebinfotech.com,"New Delhi, India",01140045542,5.0,1,$100-$149/hr,"$5,000+",10-49
IMEA Systems | Software Development,http://imeasystems.com,"Yerevan, Armenia",+37494 582653,5.0,6,$25-$49/hr,"$10,000+",50-249
Leadweb,http://lead-web.com,"Montreal, Canada",1-833-LEADWEB,5.0,2,$100-$149/hr,"$25,000+",10-49
Bazingo Inc. Pte. Ltd.,http://www.bazingoinc.com,Singapore,Not Provided,5.0,1,<$25/hr,"$1,000+",10-49
Netforth Software Solutions Pvt. Ltd.,https://www.netforthtech.com,"Sahibzada Ajit Singh Nagar, India",+919736775466,4.8,4,<$25/hr,"$1,000+",2-9
Arcanium,https://arcanium.io,"Tampa, FL",860-608-8952,5.0,2,$100-$149/hr,"$25,000+",10-49
STRATAGEM Ventures,http://www.stratagemven.com,"Lahore, Pakistan",+92 344 339 5511,4.9,11,Undisclosed,"$5,000+",10-49
C&S,http://www.cys.com.ar,"AAE, Argentina",00541143263099,4.8,2,$25-$49/hr,"$25,000+",50-249
Nth,http://nth.work,"Norwich, United Kingdom",Not Provided,4.5,2,$50-$99/hr,"$10,000+",2-9
Datami,https://datami.us,"Tallinn, Estonia",+38 (096) 943 33-28,5.0,4,$25-$49/hr,"$1,000+",10-49
CodeBites,https://codebites.io,"Yerevan, Armenia",095000030,5.0,1,$25-$49/hr,"$5,000+",10-49
Oivan,http://www.oivan.com,"Helsingfors, Finland",+358 40 730 7813,4.5,13,$50-$99/hr,"$10,000+",50-249
Data EximIT,https://www.dataeximit.com,"Ahmedabad, India",9725044067,4.5,2,<$25/hr,"$1,000+",50-249
Etilox Solutions,http://www.etilox.com,"Ahmedabad, India",+918905111001,5.0,1,<$25/hr,"$1,000+",10-49
AktaryTech,http://www.aktarytech.com,"Austin, TX",310-254-9990,5.0,1,$200-$300/hr,"$100,000+",2-9
Symbyotic Technologies Inc,http://www.symbyotic.com,"Bellevue, WA",(844) 336-6226,4.9,6,$25-$49/hr,"$10,000+",10-49
Granjur Technologies,http://granjur.com,"Mississauga, Canada",+1 (647) 858-2122,5.0,4,$25-$49/hr,"$1,000+",10-49
Defmax Technologies Private Limited,https://defmax.io,"Hyderabad, India",(888) 635-5775,5.0,2,$25-$49/hr,"$1,000+",10-49
KPCod Technologies,http://kpcod.com,"Jaipur, India",9636462667,5.0,1,<$25/hr,"$1,000+",2-9
Perfomatix Solutions,http://www.perfomatix.com,"Alpharetta, GA",+1-888-501-0640,4.6,6,$25-$49/hr,"$10,000+",50-249
Innovation Development HUB,https://idev-hub.com,"Kyiv, Ukraine",+380445947555,4.5,3,$25-$49/hr,"$5,000+",50-249
GearthLogic,https://gearthlogic.com,"Mar del Plata, Argentina",+542235606801,4.5,1,<$25/hr,"$5,000+",10-49
Montrose Software,http://www.montrosesoftware.com,"South Orange, NJ",1 973-307-0062,4.9,4,$50-$99/hr,Undisclosed,50-249
VinoByte,http://vinobyte.com,"Wroclaw, Poland",Not Provided,5.0,1,$25-$49/hr,"$1,000+",2-9
Nebulic,https://nebulic.com,"Warszawa, Poland",+48 788 317 590,5.0,1,$50-$99/hr,"$10,000+",2-9
TechnoScatter,http://technoscatter.com,"Ahmedabad, India",09173292335,5.0,1,<$25/hr,"$1,000+",2-9
TFT Technology,https://tfttechnology.net,"Dubai, United Arab Emirates",+971522175380,5.0,1,$50-$99/hr,"$10,000+",50-249
RW Infotech Private Limited,https://www.rwit.io,"Ludhiana, India",+91-161-5025994,5.0,2,$25-$49/hr,"$1,000+",10-49
Volt Media Services,https://voltmedia.mx,"Ciudad de México, Mexico",+52 1 55 7392 7351,5.0,1,$50-$99/hr,Undisclosed,2-9
Pangara,http://www.pangara.com,"Stockholm, Sweden",Not Provided,4.7,3,$25-$49/hr,"$1,000+",10-49
TiMaven LLC,http://timaven.com,"Baton Rouge, LA",225-278-8257,5.0,1,$50-$99/hr,"$50,000+",10-49
Innow8 Apps,https://www.innow8apps.com,"Sahibzada Ajit Singh Nagar, India",09888886602,4.9,4,$25-$49/hr,"$5,000+",10-49
Mobter,http://mobter.com,"Warszawa, Poland",0048502502502,5.0,3,$300+/hr,"$1,000+",2-9
Upright,https://www.upright.nyc,"New York, NY",6466787817,5.0,1,$50-$99/hr,"$1,000+",2-9
WebPlanet INC,http://www.webplanetinc.com,"Noida, India",+1-201-210-8446,5.0,1,<$25/hr,"$5,000+",10-49
ubykuo,https://ubykuo.com,"Irvine, CA",949 522 9234,5.0,2,$50-$99/hr,"$25,000+",10-49
HK Technolab,http://www.hktechnolab.com,"Ahmedabad, India",+91 9510510595,5.0,2,<$25/hr,"$1,000+",10-49
Starq,https://www.starq.se,"Malmö, Sweden",+46760477717,4.8,3,$50-$99/hr,"$1,000+",10-49
Prostir,https://prostir.one,"Tallinn, Estonia",Not Provided,5.0,1,$25-$49/hr,"$10,000+",2-9
Fameget Consultants Private Limited,http://www.fameget.com,"Ahmedabad, India",079-48979955,4.6,4,<$25/hr,"$5,000+",10-49
Milestone,http://www.milestonedevelopers.com,"Bhopal, India",8240141395,5.0,1,$25-$49/hr,"$5,000+",10-49
Epik Systems,https://epik.ai,"Carlsbad, CA",760-279-3939,5.0,1,$100-$149/hr,"$50,000+",10-49
RevInfotech Inc,https://www.revinfotech.com,"Irvine, CA",9492080179,4.0,2,$25-$49/hr,"$5,000+",50-249
Mckinley & Rice Inc.,https://mckinleyrice.com,"Seoul, South Korea",+8207080951940,4.5,1,$25-$49/hr,"$25,000+",50-249
InfinityBase,http://infinitybase.app,"CRICIUMA, Brazil",+5548999114999,5.0,2,$50-$99/hr,"$5,000+",10-49
Usertive,https://usertive.com,"Warszawa, Poland",667337446,4.5,1,$25-$49/hr,"$1,000+",10-49
WallTree,https://walltreesoft.com,"Uzhhorod, Ukraine",+380501478771,4.4,9,$25-$49/hr,"$5,000+",10-49
HalfBlast Studios,http://www.halfblast.com,"Boulder, CO",7206190048,5.0,4,$100-$149/hr,"$10,000+",10-49
Fluper,https://www.fluper.com,"Dubai, United Arab Emirates",+971 52 670 9598,4.0,18,<$25/hr,"$5,000+",250-999
Boxfish Studio,http://www.boxfish.studio,"Madrid, Spain",630729918,5.0,2,$50-$99/hr,"$1,000+",2-9
Crescita,https://thecrescita.co.in,"Pune, India",+917798799905,4.5,4,$25-$49/hr,"$1,000+",10-49
Sunvery,https://sunvery.io,"L'viv, Ukraine",+38 097 730 09 63,5.0,4,$25-$49/hr,"$10,000+",10-49
Cherry Byte Technologies,http://thecherrybyte.com,"Lahore, Pakistan",+923028490696,4.2,2,<$25/hr,"$1,000+",10-49
QSoft Vietnam,http://www.qsoftvietnam.com,"Hanoi, Vietnam",(+84 4) 3792 5150,4.5,7,<$25/hr,"$25,000+",50-249
SPARKUP DESIGN,http://www.sparkup.design,"Tel Aviv, Israel",+972-547775609,4.7,3,$50-$99/hr,Undisclosed,10-49
Storypoint,http://storypoint.team,"Kyiv, Ukraine",+380952404780,5.0,1,$25-$49/hr,"$5,000+",2-9
Green Grapez,https://greengrapez.com,"Lahore, Pakistan",03244244934,4.3,3,<$25/hr,"$1,000+",10-49
Fourthpointer Services Pvt. Ltd.,https://4thpointer.com,"Noida, India",8750115488,4.5,1,$25-$49/hr,"$10,000+",50-249
Braincuber Technologies,https://braincuber.com,"Surat, India",+917878786833,5.0,1,<$25/hr,"$1,000+",10-49
Dream Factory,http://dream-factory.hr,"Zagreb, Croatia",+385992885442,5.0,4,$50-$99/hr,"$25,000+",2-9
árda.works,https://ardaworks.com,"London, United Kingdom",02070977178,5.0,1,$50-$99/hr,"$25,000+",10-49
PURPLE,http://www.prpl.io,"Petah Tikva, Israel",+972-77-6021811,4.7,3,$50-$99/hr,"$1,000+",10-49
Bitsbeat,https://www.bitsbeat.com,"Kathmandu, Nepal",977 9801884453,5.0,1,$100-$149/hr,"$5,000+",10-49
WebAppetize Technologies,https://www.webappetize.com,"Gurugram, India",7042437761,4.7,5,$25-$49/hr,"$5,000+",2-9
Hermitcrabs Technologies,http://www.hermitcrabs.io,"Singapore, Singapore",+65 8305 4764,4.5,3,$25-$49/hr,"$5,000+",2-9
Phiof Services Pvt. Ltd.,http://www.phiof.com,"Noida, India",8130290665,4.5,1,$50-$99/hr,"$10,000+",50-249
Codenatics,https://www.codenatics.co.za,"Cape Town, South Africa",+27 72 5192 089,4.5,2,$50-$99/hr,"$250,000+",2-9
0xCompany,https://0x.team,"Warszawa, Poland",48 798 562 903,4.5,1,$25-$49/hr,"$5,000+",10-49
DBZeus,https://www.dbze.us,"Bengaluru, India",+919108259595,4.0,1,$25-$49/hr,"$5,000+",10-49
Altasoft Software Solutions,https://altasoft-solutions.com,"București, Romania",(+40) 757022541,4.5,1,$50-$99/hr,"$5,000+",10-49
Unoperate,https://unoperate.com,"Warszawa, Poland",+48607920363,5.0,1,$50-$99/hr,"$10,000+",2-9
Rcoded,http://rcoded.com,"Kyiv, Ukraine",+380 (93) 219 42 44,5.0,2,$50-$99/hr,"$10,000+",10-49
Wealax LTD,https://www.wealax.com,"London, United Kingdom",+44 20-457-735-17,5.0,1,$50-$99/hr,"$1,000+",10-49
Eastsource,https://www.eastsource.tech,"Den Haag, Netherlands",Not Provided,4.8,2,$25-$49/hr,"$10,000+",2-9
Inellipse,http://www.inellipse.com,"Manastiri, North Macedonia",Not Provided,4.5,2,$25-$49/hr,"$5,000+",10-49
Laser Focused Solutions,http://laserfocused.solutions,"Lviv, Ukraine",Not Provided,5.0,5,$25-$49/hr,"$10,000+",10-49
SAYYES MEDIA SOLUTIONS - SYMSWEB,https://www.symsweb.com,"Ahmedabad, India",9099976354,5.0,1,<$25/hr,"$1,000+",10-49
Hexis Technology Hub,http://hexis-hub.com,"Lisboa, Portugal",21 584 2368,4.8,3,$25-$49/hr,"$10,000+",50-249
Aegasis Labs,http://www.aegasislabs.com,"London, United Kingdom",))447453281583,4.5,2,$50-$99/hr,"$5,000+",2-9
bright coders factory,http://www.bcf-software.com,"Wrocław, Poland",0048696496531,4.0,1,$50-$99/hr,"$25,000+",10-49
Gyroscopic,https://gyroscopic.ca,"Peterborough, Canada",647-885-7687,4.8,2,$100-$149/hr,"$25,000+",2-9
Appstrax Technology,http://www.appstrax.tech,"Sandton, South Africa",+27 72 520 4468,5.0,2,$50-$99/hr,"$10,000+",10-49
Thinkwik,https://www.thinkwik.com,"Ahmedabad, India",+919888318989,4.0,1,<$25/hr,"$10,000+",10-49
Quadrivium,http://quadrivium.tech,"Kyiv, Ukraine",+380673160100,5.0,2,$50-$99/hr,"$50,000+",10-49
Novit,https://novit.com.ar,"ADK, Argentina",+5491167900774,5.0,2,$25-$49/hr,"$5,000+",10-49
360Brains,https://360brains.com,"Corona, CA",+1 (714) 583-0870,4.8,2,$25-$49/hr,"$5,000+",10-49
4040APPS,https://4040apps.com,"Guadalajara, Mexico",+523315649246,5.0,1,$25-$49/hr,"$25,000+",10-49
Chawtech Solutions Pvt. Ltd.,https://www.chawtechsolutions.com,"Noida, India",+91 852 720 5106,4.2,2,<$25/hr,"$1,000+",50-249
Smarch,https://smarch.co,"Sofia, Bulgaria",+359888352999,5.0,2,$100-$149/hr,"$5,000+",10-49
First Bridge,https://firstbridge.io,"Warszawa, Poland",+380991805220,Not Provided,Not Provided,$50-$99/hr,"$10,000+",50-249
RIGHTVOWS TECHNOLOGIES,https://rightvowstech.com,"Kochi, India",+917034873667,5.0,4,$25-$49/hr,"$1,000+",2-9
Pardberry Software,http://pardberry.com,"Kyiv, Ukraine",+38 050 30 28 333,5.0,1,$25-$49/hr,Undisclosed,2-9
NineStack,https://ninestack.com,"Penha de França, India",8938887771,4.0,1,<$25/hr,"$5,000+",50-249
Baytech Digital Agency,http://baytechdigitalagency.com,"Ikeja, Nigeria",+2348140261229,4.5,3,$100-$149/hr,"$10,000+",10-49
Lightrains Technolabs Pvt Ltd,https://lightrains.com,"Trivandrum, India",+914714000056,Not Provided,Not Provided,$50-$99/hr,"$10,000+",10-49
Zuccotech,https://zucco.tech,"San Francisco, CA",(408) 759-4084,4.5,2,$25-$49/hr,"$5,000+",10-49
QodeQuay Global Tech,http://www.qodequaytech.com,"Pune, India",9075004532,Not Provided,Not Provided,$25-$49/hr,"$5,000+",10-49
BAPits,http://www.bapits.com,"Paris, France",+33758435204,4.0,1,$50-$99/hr,"$1,000+",10-49
RWaltz Software,https://www.rwaltz.com,"Alpharetta, GA",+1 (404) 973-2223,Not Provided,Not Provided,$50-$99/hr,"$5,000+",50-249
Virtusai,https://virtus.ai,"Porto, Portugal",Not Provided,4.0,1,$50-$99/hr,"$1,000+",2-9
AppsWise Technologies,https://appswise.com,"Bengaluru, India",8073581080,4.0,1,$50-$99/hr,"$5,000+",10-49
MindCoopers,https://www.mindcoopers.com,"Kochi, India",+91 79070 67387,4.5,3,$25-$49/hr,"$5,000+",10-49
Upstate Interactive,https://upstateinteractive.io,"Syracuse, NY",+1 (315) 7604225,Not Provided,Not Provided,$150-$199/hr,Undisclosed,10-49
BitsnBinary,http://www.bitsnbinary.com,"Ahmedabad, India",+91-79-48905835,4.0,1,<$25/hr,"$1,000+",10-49
Linearloop Pvt. LTD,https://linearloop.io,"Ahmedabad, India",9722334406,4.5,1,$25-$49/hr,"$1,000+",10-49
ThetaOne,http://thetaonelab.com,"Kolkata, India",9836825741,4.5,1,<$25/hr,"$1,000+",10-49
BlazingTrail Pvt Ltd,http://www.blazingtrail.in,,Not Provided,4.5,1,<$25/hr,"$5,000+",2-9
ROI Express,https://roiexpress.com,"Los Angeles, CA",Not Provided,4.5,1,$50-$99/hr,"$1,000+",2-9
KiwiSpecs SundayPyjamas LLP,https://kiwispecs.com,"Ahmedabad, India",Not Provided,4.5,1,<$25/hr,"$1,000+",2-9
UtterCode Software & Services,https://uttercode.com,"Jalgaon, India",07588815334,4.5,1,<$25/hr,"$1,000+",2-9
Innovacio Technologies,https://innovaciotech.com,"Kolkata, India",09007271601,5.0,3,Undisclosed,"$1,000+",10-49
Oodles Technologies,https://www.oodlestechnologies.com,"Gurugram, India",+911244368395,Not Provided,Not Provided,<$25/hr,"$10,000+",250-999
Zaimix,http://zaimix.am,"Yerevan, Armenia",93113787,4.0,1,$25-$49/hr,"$5,000+",2-9
Hire Full Stack Developer India,https://hirefullstackdeveloperindia.com,"Ahmedabad, India",(+91) 9725044067,Not Provided,Not Provided,<$25/hr,"$1,000+",50-249
Techmate Tech LLC,https://techmatetech.com,"Killeen, TX",828-582-7857,Not Provided,Not Provided,$25-$49/hr,"$5,000+",10-49
Evercode Lab,http://evercodelab.com,"Larnaca, Cyprus",+7-812-646-96-32,4.5,2,$25-$49/hr,"$10,000+",10-49
Oodles Blockchain,https://blockchain.oodles.io,"Gurugram, India",+1(707)691-0744,Not Provided,Not Provided,<$25/hr,"$1,000+",250-999
NADCAB TECHNOLOGY,https://www.nadcab.com,"Prayagraj, India",+919870635001,Not Provided,Not Provided,$25-$49/hr,"$1,000+",10-49
Vegavid Technology,https://vegavid.com,"Maharashtra, India",+91 7900007980,Not Provided,Not Provided,$50-$99/hr,"$25,000+",10-49
ConsenSys,https://new.consensys.net,"Brooklyn, NY",Not Provided,Not Provided,Not Provided,$50-$99/hr,"$1,000+",250-999
Bitfury,http://bitfury.com,"San Francisco, CA",Not Provided,Not Provided,Not Provided,$50-$99/hr,"$1,000+",50-249
Blockchain Luxembourg,https://www.blockchain.com,"Luxembourg, Luxembourg",Not Provided,Not Provided,Not Provided,$100-$149/hr,"$1,000+",250-999
Luxoft,https://www.luxoft.com,"București, Romania",+40 21 203 6600,Not Provided,Not Provided,$100-$149/hr,"$5,000+","10,000+"
Blockstream,https://www.blockstream.com,"Mountain View, CA",+1 650 814 5764,Not Provided,Not Provided,$100-$149/hr,"$10,000+",10-49
Elliptic,https://www.elliptic.co,"London, United Kingdom",+4420 7193 4752,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Parity Technologies,https://www.parity.io,"London, United Kingdom",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,50-249
Everledger,https://www.everledger.io,"Clerkenwell, United Kingdom",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,50-249
Power Ledger,https://www.powerledger.io,"Perth, Australia",+61 89 322 6659,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
SmartCompany,https://www.smartcompany.com.au,"Melbourne, Australia",+61 386 239 999,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
ConsenSys,https://consensys.net,"Brooklyn, NY",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,250-999
Coindesk,https://www.coindesk.com,Australia,Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Computer Technology Solutions,https://www.cgi.com,"Chattanooga, TN",425 599 7000,Not Provided,Not Provided,Undisclosed,Undisclosed,"10,000+"
Samsung Sds México,http://www.samsungsds.com,"Cuautitlan Izcalli, Mexico",+52-5558619300,Not Provided,Not Provided,Undisclosed,Undisclosed,"10,000+"
Synechron,https://www.synechron.com,"New York, NY",212 619 5200,Not Provided,Not Provided,$50-$99/hr,"$10,000+","1,000-9,999"
"Bloq, Inc.",https://www.bloq.com,"Chicago, IL",Not Provided,Not Provided,Not Provided,$50-$99/hr,"$1,000+",10-49
Colu,https://www.colu.com,,Not Provided,Not Provided,Not Provided,$150-$199/hr,"$10,000+",10-49
aelf,https://aelf.io,"Singapore, Singapore",Not Provided,Not Provided,Not Provided,$100-$149/hr,"$5,000+",10-49
Ontology,https://ont.io,"Shanghai, China",Not Provided,Not Provided,Not Provided,$50-$99/hr,"$5,000+",10-49
AION,https://aion.network,"Toronto, Canada",+1 416 800 1052,Not Provided,Not Provided,Undisclosed,Undisclosed,50-249
Concurrency Inc,https://www.concurrency.com,"Chicago, IL",+1 866-930-8356,Not Provided,Not Provided,Undisclosed,Undisclosed,250-999
Provenance,https://www.provenance.org,"London, United Kingdom",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Stratis Platform,https://stratisplatform.com,"London, United Kingdom",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Colony,https://colony.io,"London, United Kingdom",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
BridgeWorks,http://www.generations.com,"Wayzata, MN",+1 888 519 1187,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
Nomics,https://nomics.com,"Minneapolis, MN",+1 612 504 9929,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
HoC Solutions,https://solutions.homeofcrypto.co,"Cranston, RI",Not Provided,Not Provided,Not Provided,<$25/hr,"$5,000+",10-49
OptimusFox,https://optimusfox.com,"Carbondale, IL",+16186816441,Not Provided,Not Provided,$50-$99/hr,"$10,000+",50-249
Bitaccess Inc.,https://bitaccess.ca,"Ottawa, Canada",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Decentral Inc.,https://decentral.ca,"Toronto, Canada",+1 888 650 3796,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
AID:Tech,https://aid.technology,"Dublin, Ireland",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
BTC Markets,https://www.btcmarkets.net,Australia,Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
BanQu Inc.,https://banqu.co,"Minneapolis, MN",+1 833 600 0010,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
Dappros,https://www.dappros.com,"London, United Kingdom",+447708220953,Not Provided,Not Provided,$25-$49/hr,Undisclosed,2-9
Blockchain Apps Developer,https://www.blockchainappsdeveloper.com,"Thiru Nagar, India",9489606634,Not Provided,Not Provided,$25-$49/hr,"$1,000+",50-249
ICO Development,https://www.icodevelopment.io,"Tallassee, AL",+1-315-245-8590,Not Provided,Not Provided,$25-$49/hr,"$10,000+",10-49
BCCS Cluster,https://www.bccs.tech,"Kaunas, Lithuania",+37068033980,Not Provided,Not Provided,$50-$99/hr,"$100,000+",250-999
Vanbex Group,https://www.vanbex.com,"Vancouver, Canada",604 783 2222,Not Provided,Not Provided,$100-$149/hr,"$1,000+",10-49
WeAlwin Technologies Pvt. Ltd,http://alwin.io,"Thiru Nagar, India",09994044929,Not Provided,Not Provided,<$25/hr,"$1,000+",10-49
CertiK,https://certik.org,"New York, NY",Not Provided,Not Provided,Not Provided,$100-$149/hr,"$1,000+",2-9
Blockchain App Factory,https://www.blockchainappfactory.com,"Chennai, India",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
DMG Blockchain,https://dmgblockchain.com,"Vancouver, Canada",+1 604 210 5840,Not Provided,Not Provided,$100-$149/hr,"$1,000+",10-49
SecureKey Technologies Inc.,https://securekey.com,"Toronto, Canada",+1 416 477 5625,Not Provided,Not Provided,Undisclosed,Undisclosed,50-249
Vogogo,https://vogogo.com,"Toronto, Canada",+1 647 715 3707,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
OneLedger,https://www.oneledger.io,"Toronto, Canada",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Business Blockchain HQ,https://businessblockchainhq.com,"New Orleans, LA",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Blockchain Centre Team,https://blockchaincentre.com.au,"Docklands, Australia",+61 437 915 396,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Blockchain Global,https://blockchainglobal.com,"Southbank, Australia",+61 1300 883 848,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
Australian Digital Commerce Association,https://adca.asn.au,"Sydney, Australia",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
Fishcoin,https://fishcoin.co,Australia,Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Bit Trade,https://btrade.io,"Sydney, Australia",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
AgriDigital,https://www.agridigital.io,"Sydney, Australia",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Cole Schotz,http://www.coleschotz.com,"Hackensack, NJ",+1 201 489 3000,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Ternio,https://ternio.io,"Alpharetta, GA",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
BitMinutes,http://www.bitminutes.com,"Roswell, GA",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
GenZGuru,http://genzguru.com,"Minneapolis, MN",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
NextPakk,https://nextpakk.com,"Minneapolis, MN",+1 866 710 0763,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
DigitalMint,https://www.digitalmint.io,"Minneapolis, MN",+1 855 274 2900,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
Fluree,https://flur.ee,"Winston-Salem, NC",+372 8445 3587,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
CoinLore,https://www.coinlore.com,"T'bilisi, Georgia",918746,Not Provided,Not Provided,Undisclosed,Undisclosed,10-49
Linum Labs,https://linumlabs.com,"Basel, Switzerland",+18456894292,Not Provided,Not Provided,$25-$49/hr,"$5,000+",2-9
BlockTech,https://blocktech.com,"New York, NY",646 879 5357,Not Provided,Not Provided,$50-$99/hr,"$1,000+",10-49
Applied Blockchain,https://appliedblockchain.com,"London, United Kingdom",Not Provided,Not Provided,Not Provided,$100-$149/hr,"$1,000+",10-49
Sofocle Technologies,https://www.sofocle.com,"Noida, India",9821769996,Not Provided,Not Provided,$100-$149/hr,"$1,000+",10-49
Brainbot Technologies,http://www.brainbot.com,"Mainz, Germany",+49-6131-211639-1,Not Provided,Not Provided,$100-$149/hr,"$1,000+",10-49
Blockchain Tech Corp,https://blockchaintechcorp.com,"New York, NY",917 515 5355,Not Provided,Not Provided,$100-$149/hr,"$1,000+",10-49
Developcoins,https://www.developcoins.com,"Madurai, India",+91 975 126 5651,Not Provided,Not Provided,<$25/hr,Undisclosed,2-9
Coinfabrik,https://www.coinfabrik.com,"Buenos Aires, Argentina",+54 11 4778 0609,Not Provided,Not Provided,$100-$149/hr,"$10,000+",10-49
XAIN AG,https://xain.io,"Berlin, Germany",+49 337592122 10,Not Provided,Not Provided,$100-$149/hr,"$10,000+",10-49
skalex GmbH,https://www.skalex.io,"München, Germany",+49 89 235 168 07,Not Provided,Not Provided,$100-$149/hr,"$10,000+",10-49
Cryptonomex Inc,https://cryptonomex.com,"Blacksburg, VA",Not Provided,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
BTL Group (interbit),http://btl.co,"Vancouver, Canada",+1 778 834 8417,Not Provided,Not Provided,$100-$149/hr,"$1,000+",10-49
Hut 8 Mining Corp.,https://hut8mining.com,"Toronto, Canada",+1 647 256 1992,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
DigitalX Limited,https://www.digitalx.com,"West Perth, Australia",+61 439 503 955,Not Provided,Not Provided,Undisclosed,Undisclosed,2-9
